spectrum_identity,material
bobdownsite__r050109__raman__514__0__unoriented__raman_data_processed__10092,mineral
bobdownsite__r050109__raman__532__0__unoriented__raman_data_processed__24005,mineral
bobdownsite__r050109__raman__780__0__unoriented__raman_data_processed__24007,mineral
bobdownsite__r070653__raman__532__0__unoriented__raman_data_processed__35248,mineral
bobdownsite__r070654__raman__532__0__unoriented__raman_data_processed__24208,mineral
bobdownsite__r070654__raman__780__0__unoriented__raman_data_processed__24206,mineral
bobdownsite__r100214__raman__532__0__unoriented__raman_data_processed__35124,mineral
bobdownsite__r100214__raman__780__0__unoriented__raman_data_processed__35122,mineral
bobdownsite__r100215__raman__532__0__unoriented__raman_data_processed__35126,mineral
bobdownsite__r100215__raman__780__0__unoriented__raman_data_processed__35128,mineral
bobdownsite__r110026__raman__532__0__unoriented__raman_data_processed__35240,mineral
bobdownsite__r110026__raman__780__0__unoriented__raman_data_processed__35242,mineral
bobfergusonite,mineral
bobierrite,mineral
bobierrite__r060681__raman__532__0__unoriented__raman_data_processed__11722,mineral
bobierrite__r060681__raman__785__0__unoriented__raman_data_processed__19614,mineral
bobjonesite,mineral
bobjonesite__r060530__raman__532__0__unoriented__raman_data_processed__10562,mineral
bobjonesite__r060577__raman__532__0__unoriented__raman_data_processed__11189,mineral
bobjonesite__r060577__raman__532__0__unoriented__raman_data_processed__39122,mineral
bobkingite,mineral
bobkingite__r141030__raman__532__0__unoriented__raman_data_processed__38933,mineral
bobmeyerite,mineral
bobtraillite,mineral
bobtraillite__r070414__raman__532__0__unoriented__raman_data_processed__21318,mineral
bobtraillite__r070414__raman__785__0__unoriented__raman_data_processed__21320,mineral
bohmite,mineral
bohmite__r120123__raman__532__0__unoriented__raman_data_processed__36976,mineral
bohmite__r120123__raman__780__0__unoriented__raman_data_processed__36978,mineral
bohmite__r120133__raman__532__0__unoriented__raman_data_processed__37261,mineral
bohmite__r120133__raman__780__0__unoriented__raman_data_processed__37263,mineral
bokite__r060590__raman__532__0__unoriented__raman_data_processed__11144,mineral
boldenone acetate (lot #s267),other material
boleite,mineral
boleite__r050022-1__infrared__infrared_data_processed__222,mineral
boleite__r050022__raman__532__0__unoriented__raman_data_processed__21043,mineral
boleite__r130099__raman__532__0__unoriented__raman_data_processed__37558,mineral
boleite__r130099__raman__780__0__unoriented__raman_data_processed__37720,mineral
boltwoodite,mineral
boltwoodite__r060753__raman__532__0__unoriented__raman_data_processed__18790,mineral
boltwoodite__r060753__raman__785__0__unoriented__raman_data_processed__12615,mineral
bonattite,mineral
bonattite__r070398__raman__532__0__unoriented__raman_data_processed__25905,mineral
bonattite__r070424__raman__532__0__unoriented__raman_data_processed__21821,mineral
bonazziite,mineral
bonazziite__r061028__raman__785__0__unoriented__raman_data_processed__14428,mineral
bone,organic matter
bone black 47100_532,other material
bone black 47100_638,other material
bone black 47100_785,other material
"bone fossil (hayonim cave, shy 45)",other material
"bone fossil (hayonim cave, shy44)",other material
bone qafzeh xv 7 (wia44),other material
bone ubediya iii20 wia 41,other material
bone white;,other material
boracite,mineral
boracite__r060009__raman__532__0__unoriented__raman_data_processed__32938,mineral
boracite__r070317__raman__532__0__unoriented__raman_data_processed__25791,mineral
borax,mineral
borax__r070168-1__infrared__infrared_data_processed__1048,mineral
borax__r070168__raman__532__0__unoriented__raman_data_processed__25577,mineral
borax__r070168__raman__785__0__unoriented__raman_data_processed__18994,mineral
borcarite,mineral
borcarite__r060591__raman__532__0__unoriented__raman_data_processed__35642,mineral
borcarite__r060591__raman__780__0__unoriented__raman_data_processed__35644,mineral
borcarite__r110094__raman__532__0__unoriented__raman_data_processed__35559,mineral
borcarite__r110094__raman__780__0__unoriented__raman_data_processed__35561,mineral
bornemanite__r070690__raman__532__0__unoriented__raman_data_processed__21327,mineral
bornite,mineral
bornite__r050322-1__infrared__infrared_data_processed__618,mineral
bornite__r050322__raman__532__0__unoriented__raman_data_processed__34778,mineral
borocookeite,mineral
boromuscovite,mineral
botallackite,mineral
botallackite__r070066__raman__532__0__unoriented__raman_data_processed__25062,mineral
botallackite__r070066__raman__532__0__unoriented__raman_data_processed__39008,mineral
botallackite__r080012__raman__532__0__unoriented__raman_data_processed__26231,mineral
botallackite__r080012__raman__532__0__unoriented__raman_data_processed__39004,mineral
botryogen,mineral
botryogen__r070362__raman__532__0__unoriented__raman_data_processed__21375,mineral
botryogen__r070362__raman__785__0__unoriented__raman_data_processed__21373,mineral
botryogen__r070581__raman__532__0__unoriented__raman_data_processed__28326,mineral
botryogen__r070581__raman__780__0__unoriented__raman_data_processed__28327,mineral
bottinoite,mineral
bottinoite__r060263__raman__532__0__unoriented__raman_data_processed__33870,mineral
bottinoite__r060263__raman__780__0__unoriented__raman_data_processed__33872,mineral
boulangerite,mineral
boulangerite__r050436-9__infrared__infrared_data_processed__619,mineral
boulangerite__r050436__raman__532__0__unoriented__raman_data_processed__11021,mineral
boulangerite__r050441-1__infrared__infrared_data_processed__620,mineral
boulangerite__r050441_a__raman__514__0__unoriented__raman_data_processed__10929,mineral
bournonite,mineral
bournonite__r050111-1__infrared__infrared_data_processed__1059,mineral
bournonite__r050111-1__infrared__infrared_data_processed__771,mineral
bournonite__r050111_a__raman__532__0__unoriented__raman_data_processed__12481,mineral
bournonite__r050111_b__raman__532__0__unoriented__raman_data_processed__12483,mineral
bournonite__r050111_c__raman__785__0__unoriented__raman_data_processed__12488,mineral
bournonite__r050111_d__raman__785__0__unoriented__raman_data_processed__12485,mineral
bournonite__r050364-1__infrared__infrared_data_processed__621,mineral
bournonite__r050364__raman__532__0__unoriented__raman_data_processed__29533,mineral
bournonite__r050364__raman__780__0__unoriented__raman_data_processed__29535,mineral
boussingaultite,mineral
boussingaultite__r061027__raman__532__0__unoriented__raman_data_processed__14431,mineral
boussingaultite__r061027__raman__785__0__unoriented__raman_data_processed__14768,mineral
boussingaultite__r070597__raman__532__0__unoriented__raman_data_processed__23144,mineral
boussingaultite__r070597__raman__780__0__unoriented__raman_data_processed__23142,mineral
bowieite,mineral
br tl,mineral
brackebuschite,mineral
brackebuschite__r050547__raman__532__0__unoriented__raman_data_processed__32285,mineral
brackebuschite__r050547__raman__780__0__unoriented__raman_data_processed__32287,mineral
brackebuschite__r100087__raman__532__0__unoriented__raman_data_processed__34295,mineral
brackebuschite__r100087__raman__780__0__unoriented__raman_data_processed__34297,mineral
bradaczekite,mineral
bradaczekite__r070029__raman__532__0__unoriented__raman_data_processed__16879,mineral
bradaczekite__r070029__raman__785__0__unoriented__raman_data_processed__16881,mineral
braggite,mineral
braggite__r070567__raman__532__0__unoriented__raman_data_processed__28316,mineral
braitschite-(ce),mineral
braitschitece__r060008__raman__532__0__unoriented__raman_data_processed__24436,mineral
brandtite,mineral
brandtite__r070170__raman__532__0__unoriented__raman_data_processed__19087,mineral
brandtite__r070170__raman__785__0__unoriented__raman_data_processed__19085,mineral
brannerite,mineral
brannerite__r080091__raman__532__0__unoriented__raman_data_processed__29923,mineral
brannockite,mineral
brannockite__r070278__raman__532__0__unoriented__raman_data_processed__20452,mineral
brannockite__r070278__raman__785__0__unoriented__raman_data_processed__20450,mineral
brannockite__r070410__raman__532__0__unoriented__raman_data_processed__21337,mineral
brannockite__r070410__raman__785__0__unoriented__raman_data_processed__21335,mineral
brassite,mineral
brassite__r060042__raman__532__0__unoriented__raman_data_processed__26879,mineral
brassite__r060042__raman__780__0__unoriented__raman_data_processed__26881,mineral
braunite,mineral
"braunite (nmnh 95019, ozarks mine, batesville dist., arkansas)",other material
braunite__r050385-1__infrared__infrared_data_processed__622,mineral
braunite__r050385__raman__514__0__unoriented__raman_data_processed__10843,mineral
braunite__r050385__raman__532__0__unoriented__raman_data_processed__29782,mineral
braunite__r050385__raman__780__0__unoriented__raman_data_processed__29784,mineral
braunite__r050388-1__infrared__infrared_data_processed__623,mineral
braunite__r050388__raman__532__0__unoriented__raman_data_processed__29790,mineral
braunite__r050388__raman__780__0__unoriented__raman_data_processed__29792,mineral
braunite__r050390-1__infrared__infrared_data_processed__624,mineral
braunite__r050390__raman__532__0__unoriented__raman_data_processed__29798,mineral
braunite__r090057__raman__532__0__unoriented__raman_data_processed__33096,mineral
brazilianite,mineral
brazilianite__r050126-1__infrared__infrared_data_processed__1081,mineral
brazilianite__r050126-1__infrared__infrared_data_processed__772,mineral
brazilianite__r050126__raman__514__0__unoriented__raman_data_processed__10124,mineral
brazilianite__r050126__raman__532__0__unoriented__raman_data_processed__27188,mineral
brazilianite__r050126__raman__780__0__unoriented__raman_data_processed__27190,mineral
brazilianite__r050319-1__infrared__infrared_data_processed__427,mineral
brazilianite__r050319__raman__514__0__unoriented__raman_data_processed__10768,mineral
brazilianite__r050319__raman__532__0__unoriented__raman_data_processed__28792,mineral
brazilianite__r050319__raman__780__0__unoriented__raman_data_processed__28794,mineral
brazilianite__r050504-1__infrared__infrared_data_processed__625,mineral
brazilianite__r050504__raman__532__0__unoriented__raman_data_processed__31748,mineral
breithauptite,mineral
breithauptite__r060928__raman__532__0__unoriented__raman_data_processed__34773,mineral
brendelite,mineral
brendelite__r130059__raman__532__0__unoriented__raman_data_processed__37428,mineral
brendelite__r130059__raman__780__0__unoriented__raman_data_processed__37430,mineral
brenkite,mineral
brenkite__r060247__raman__532__0__unoriented__raman_data_processed__31215,mineral
brenkite__r060247__raman__780__0__unoriented__raman_data_processed__31217,mineral
brewsterite-ba,mineral
brewsterite-sr,mineral
brewsteriteba__r070120__raman__532__0__unoriented__raman_data_processed__18321,mineral
brewsteriteba__r070120__raman__785__0__unoriented__raman_data_processed__18323,mineral
brewsteritesr__r070227__raman__532__0__unoriented__raman_data_processed__25616,mineral
brewsteritesr__r070227__raman__785__0__unoriented__raman_data_processed__25615,mineral
brezinaite,mineral
brianyoungite,mineral
brianyoungite__r060431__raman__532__0__unoriented__raman_data_processed__33899,mineral
britholite-(ce),mineral
britholitece__r070412__raman__532__0__unoriented__raman_data_processed__21331,mineral
britvinite,mineral
britvinite__r060785__raman__532__0__unoriented__raman_data_processed__35767,mineral
britvinite__r070639__raman__532__0__unoriented__raman_data_processed__28566,mineral
britvinite__r070639__raman__780__0__unoriented__raman_data_processed__28567,mineral
brizziite,mineral
brizziite__r060611__raman__532__0__unoriented__raman_data_processed__12465,mineral
brizziite__r060611__raman__780__0__unoriented__raman_data_processed__38543,mineral
brochantite,mineral
brochantite (arizona; nhm1924.640),other material
brochantite__r060117__raman__532__0__unoriented__raman_data_processed__32978,mineral
brochantite__r060133__raman__532__0__unoriented__raman_data_processed__33040,mineral
brochantite__r100199__raman__532__0__unoriented__raman_data_processed__34933,mineral
bromargyrite,mineral
bromazolam (lot #rm-161026-01),other material
bromellite__r050194__raman__514__0__unoriented__raman_data_processed__7204,mineral
bromodiphenhydramine hcl (lot #5177),other material
bromoxynil,other material
brompheniramine maleate (lot #111k1531),other material
broodcomb,organic matter
broodcomb once brooded,organic matter
broodcomb_once_brooded,organic matter
brookite,mineral
brookite__r050363-1__infrared__infrared_data_processed__627,mineral
brookite__r050363__raman__514__0__unoriented__raman_data_processed__10824,mineral
brookite__r050363__raman__532__0__unoriented__raman_data_processed__29493,mineral
brookite__r050363__raman__780__0__unoriented__raman_data_processed__29495,mineral
brookite__r050591-1__infrared__infrared_data_processed__626,mineral
brookite__r050591__raman__532__0__unoriented__raman_data_processed__32541,mineral
brookite__r050591__raman__780__0__unoriented__raman_data_processed__32543,mineral
brookite__r130225__raman__532__0__unoriented__raman_data_processed__37789,mineral
brookite__r130225__raman__780__0__unoriented__raman_data_processed__37791,mineral
brownmillerite,mineral
brownmillerite__r130105__raman__780__0__unoriented__raman_data_processed__37855,mineral
brucine (lot #313707),other material
brucite,mineral
brucite (wards),other material
brucite__r040077-1__infrared__infrared_data_processed__223,mineral
brucite__r040077__raman__514__0__unoriented__raman_data_processed__9443,mineral
brucite__r040077__raman__532__0__unoriented__raman_data_processed__15843,mineral
brucite__r040077__raman__785__0__unoriented__raman_data_processed__15847,mineral
brucite__r050455-1__infrared__infrared_data_processed__968,mineral
brucite__r050455__raman__532__0__unoriented__raman_data_processed__30863,mineral
brunogeierite,mineral
brunogeierite__r090012__raman__532__0__unoriented__raman_data_processed__32102,mineral
brushite,mineral
brushite (dcpd synthetic),other material
brushite__r070554__raman__532__0__unoriented__raman_data_processed__22917,mineral
